"FinancialYear","HBR","HBT","Dataset","DatasetQF","DischargeCount","DischargeCountQF","PatientsCount","PatientCountQF"
"2002/03","S08000028","S08000024","SMR04"," ","0"," ","0"," "
"2002/03","S08000028","S08000025","Total","d","0"," ","0"," "
"2002/03","S08000028","S08000025","SMR01"," ","0"," ","0"," "
"2002/03","S08000028","S08000025","SMR04"," ","",":","",":"
"2002/03","S08000028","S08000026","Total","d","0"," ","0"," "
"2002/03","S08000028","S08000026","SMR01"," ","0"," ","0"," "
"2002/03","S08000028","S08000026","SMR04"," ","",":","",":"
"2002/03","S08000028","S08000030","Total","d","0"," ","0"," "
"2002/03","S08000028","S08000030","SMR01"," ","0"," ","0"," "
"2002/03","S08000028","S08000030","SMR04"," ","0"," ","0"," "
"2002/03","S08000028","S08000028","Total","d","350"," ","220"," "
"2002/03","S08000028","S08000028","SMR01"," ","175"," ","135"," "
"2002/03","S08000028","S08000028","SMR04"," ","180"," ","95"," "
"2002/03","S08000028","SB0802","Total","d","0"," ","0"," "
"2002/03","S08000028","SB0802","SMR01"," ","",":","",":"
"2002/03","S08000028","SB0802","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000015","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000015","S08000015","Total","d","2740"," ","1925"," "
"2003/04","S08000015","S08000015","SMR01"," ","795"," ","640"," "
"2003/04","S08000015","S08000015","SMR04"," ","1940"," ","1360"," "
"2003/04","S08000015","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000017","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000017","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000019","Total","d","5"," ","0"," "
"2003/04","S08000015","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000019","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000020","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000020","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000031","Total","d","60"," ","50"," "
"2003/04","S08000015","S08000031","SMR01"," ","35"," ","30"," "
"2003/04","S08000015","S08000031","SMR04"," ","25"," ","20"," "
"2003/04","S08000015","S08000022","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000022","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000022","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000032","Total","d","5"," ","5"," "
"2003/04","S08000015","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000032","SMR04"," ","5"," ","5"," "
"2003/04","S08000015","S08000024","Total","d","5"," ","5"," "
"2003/04","S08000015","S08000024","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000024","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000015","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000015","S08000030","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000030","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000030","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000015","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000015","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000015","SB0802","Total","d","15"," ","5"," "
"2003/04","S08000015","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000015","SB0802","SMR04"," ","15"," ","5"," "
"2003/04","S08000016","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000016","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000016","S08000015","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000015","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000015","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000016","Total","d","1005"," ","650"," "
"2003/04","S08000016","S08000016","SMR01"," ","255"," ","210"," "
"2003/04","S08000016","S08000016","SMR04"," ","745"," ","470"," "
"2003/04","S08000016","S08000017","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000017","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000019","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000019","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000020","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000020","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000031","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000031","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000031","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000022","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000022","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000022","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000032","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000032","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000024","Total","d","45"," ","35"," "
"2003/04","S08000016","S08000024","SMR01"," ","10"," ","10"," "
"2003/04","S08000016","S08000024","SMR04"," ","35"," ","25"," "
"2003/04","S08000016","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000016","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000016","S08000030","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000030","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000030","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000016","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000016","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000016","SB0802","Total","d","0"," ","0"," "
"2003/04","S08000016","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000016","SB0802","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000017","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000017","S08000015","Total","d","10"," ","5"," "
"2003/04","S08000017","S08000015","SMR01"," ","5"," ","5"," "
"2003/04","S08000017","S08000015","SMR04"," ","5"," ","5"," "
"2003/04","S08000017","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000017","Total","d","955"," ","660"," "
"2003/04","S08000017","S08000017","SMR01"," ","200"," ","165"," "
"2003/04","S08000017","S08000017","SMR04"," ","755"," ","525"," "
"2003/04","S08000017","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000019","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000019","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000020","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000020","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000031","Total","d","5"," ","5"," "
"2003/04","S08000017","S08000031","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000031","SMR04"," ","5"," ","5"," "
"2003/04","S08000017","S08000022","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000022","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000022","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000032","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000032","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000024","Total","d","10"," ","10"," "
"2003/04","S08000017","S08000024","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000024","SMR04"," ","10"," ","10"," "
"2003/04","S08000017","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000017","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000017","S08000030","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000030","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000030","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000017","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000017","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000017","SB0802","Total","d","10"," ","5"," "
"2003/04","S08000017","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000017","SB0802","SMR04"," ","10"," ","5"," "
"2003/04","S08000029","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000029","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000029","S08000015","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000015","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000015","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","S08000017","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000017","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","S08000029","Total","d","1895"," ","1280"," "
"2003/04","S08000029","S08000029","SMR01"," ","295"," ","220"," "
"2003/04","S08000029","S08000029","SMR04"," ","1600"," ","1080"," "
"2003/04","S08000029","S08000019","Total","d","10"," ","10"," "
"2003/04","S08000029","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000019","SMR04"," ","10"," ","10"," "
"2003/04","S08000029","S08000020","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000020","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","S08000031","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000031","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000031","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","S08000022","Total","d","5"," ","5"," "
"2003/04","S08000029","S08000022","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000022","SMR04"," ","5"," ","5"," "
"2003/04","S08000029","S08000032","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000032","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","S08000024","Total","d","25"," ","25"," "
"2003/04","S08000029","S08000024","SMR01"," ","15"," ","15"," "
"2003/04","S08000029","S08000024","SMR04"," ","10"," ","10"," "
"2003/04","S08000029","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000029","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000029","S08000030","Total","d","60"," ","50"," "
"2003/04","S08000029","S08000030","SMR01"," ","35"," ","35"," "
"2003/04","S08000029","S08000030","SMR04"," ","20"," ","15"," "
"2003/04","S08000029","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000029","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000029","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000029","SB0802","Total","d","15"," ","10"," "
"2003/04","S08000029","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000029","SB0802","SMR04"," ","15"," ","10"," "
"2003/04","S08000019","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000019","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000019","S08000015","Total","d","5"," ","5"," "
"2003/04","S08000019","S08000015","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000015","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000017","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000017","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000019","Total","d","1635"," ","1115"," "
"2003/04","S08000019","S08000019","SMR01"," ","310"," ","265"," "
"2003/04","S08000019","S08000019","SMR04"," ","1325"," ","880"," "
"2003/04","S08000019","S08000020","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000020","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000031","Total","d","15"," ","10"," "
"2003/04","S08000019","S08000031","SMR01"," ","5"," ","5"," "
"2003/04","S08000019","S08000031","SMR04"," ","10"," ","5"," "
"2003/04","S08000019","S08000022","Total","d","5"," ","5"," "
"2003/04","S08000019","S08000022","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000022","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000032","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000032","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","S08000024","Total","d","25"," ","25"," "
"2003/04","S08000019","S08000024","SMR01"," ","15"," ","15"," "
"2003/04","S08000019","S08000024","SMR04"," ","5"," ","5"," "
"2003/04","S08000019","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000019","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000019","S08000030","Total","d","10"," ","5"," "
"2003/04","S08000019","S08000030","SMR01"," ","5"," ","5"," "
"2003/04","S08000019","S08000030","SMR04"," ","5"," ","5"," "
"2003/04","S08000019","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000019","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000019","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000019","SB0802","Total","d","10"," ","5"," "
"2003/04","S08000019","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000019","SB0802","SMR04"," ","10"," ","5"," "
"2003/04","S08000020","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000020","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000020","S08000015","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000015","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000015","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","S08000017","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000017","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","S08000019","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000019","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","S08000020","Total","d","3080"," ","2185"," "
"2003/04","S08000020","S08000020","SMR01"," ","870"," ","695"," "
"2003/04","S08000020","S08000020","SMR04"," ","2210"," ","1550"," "
"2003/04","S08000020","S08000031","Total","d","5"," ","5"," "
"2003/04","S08000020","S08000031","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000031","SMR04"," ","5"," ","5"," "
"2003/04","S08000020","S08000022","Total","d","15"," ","15"," "
"2003/04","S08000020","S08000022","SMR01"," ","5"," ","5"," "
"2003/04","S08000020","S08000022","SMR04"," ","10"," ","10"," "
"2003/04","S08000020","S08000032","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000032","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","S08000024","Total","d","10"," ","10"," "
"2003/04","S08000020","S08000024","SMR01"," ","5"," ","5"," "
"2003/04","S08000020","S08000024","SMR04"," ","10"," ","10"," "
"2003/04","S08000020","S08000025","Total","d","5"," ","0"," "
"2003/04","S08000020","S08000025","SMR01"," ","5"," ","0"," "
"2003/04","S08000020","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000020","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000020","S08000030","Total","d","55"," ","40"," "
"2003/04","S08000020","S08000030","SMR01"," ","5"," ","5"," "
"2003/04","S08000020","S08000030","SMR04"," ","50"," ","35"," "
"2003/04","S08000020","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000020","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000020","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000020","SB0802","Total","d","15"," ","10"," "
"2003/04","S08000020","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000020","SB0802","SMR04"," ","15"," ","10"," "
"2003/04","S08000031","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000031","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000031","S08000015","Total","d","55"," ","55"," "
"2003/04","S08000031","S08000015","SMR01"," ","5"," ","5"," "
"2003/04","S08000031","S08000015","SMR04"," ","50"," ","50"," "
"2003/04","S08000031","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000031","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000031","S08000017","Total","d","5"," ","5"," "
"2003/04","S08000031","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000017","SMR04"," ","5"," ","5"," "
"2003/04","S08000031","S08000029","Total","d","5"," ","5"," "
"2003/04","S08000031","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000029","SMR04"," ","5"," ","5"," "
"2003/04","S08000031","S08000019","Total","d","10"," ","10"," "
"2003/04","S08000031","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000019","SMR04"," ","10"," ","10"," "
"2003/04","S08000031","S08000020","Total","d","5"," ","5"," "
"2003/04","S08000031","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000020","SMR04"," ","0"," ","0"," "
"2003/04","S08000031","S08000031","Total","d","9135"," ","6370"," "
"2003/04","S08000031","S08000031","SMR01"," ","2740"," ","1970"," "
"2003/04","S08000031","S08000031","SMR04"," ","6395"," ","4600"," "
"2003/04","S08000031","S08000022","Total","d","140"," ","120"," "
"2003/04","S08000031","S08000022","SMR01"," ","5"," ","5"," "
"2003/04","S08000031","S08000022","SMR04"," ","135"," ","115"," "
"2003/04","S08000031","S08000032","Total","d","95"," ","90"," "
"2003/04","S08000031","S08000032","SMR01"," ","20"," ","15"," "
"2003/04","S08000031","S08000032","SMR04"," ","70"," ","70"," "
"2003/04","S08000031","S08000024","Total","d","45"," ","40"," "
"2003/04","S08000031","S08000024","SMR01"," ","5"," ","5"," "
"2003/04","S08000031","S08000024","SMR04"," ","35"," ","35"," "
"2003/04","S08000031","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000031","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000031","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000031","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000031","S08000030","Total","d","10"," ","10"," "
"2003/04","S08000031","S08000030","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000030","SMR04"," ","10"," ","10"," "
"2003/04","S08000031","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000031","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000031","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000031","SB0802","Total","d","70"," ","45"," "
"2003/04","S08000031","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000031","SB0802","SMR04"," ","70"," ","45"," "
"2003/04","S08000022","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000022","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000022","S08000015","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000015","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000015","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","S08000016","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000016","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","S08000017","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000017","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","S08000019","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000019","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","S08000020","Total","d","15"," ","10"," "
"2003/04","S08000022","S08000020","SMR01"," ","10"," ","5"," "
"2003/04","S08000022","S08000020","SMR04"," ","5"," ","5"," "
"2003/04","S08000022","S08000031","Total","d","175"," ","130"," "
"2003/04","S08000022","S08000031","SMR01"," ","80"," ","65"," "
"2003/04","S08000022","S08000031","SMR04"," ","90"," ","70"," "
"2003/04","S08000022","S08000022","Total","d","2590"," ","1805"," "
"2003/04","S08000022","S08000022","SMR01"," ","960"," ","720"," "
"2003/04","S08000022","S08000022","SMR04"," ","1630"," ","1200"," "
"2003/04","S08000022","S08000032","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000032","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000032","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","S08000024","Total","d","5"," ","5"," "
"2003/04","S08000022","S08000024","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000024","SMR04"," ","5"," ","5"," "
"2003/04","S08000022","S08000025","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000025","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000025","SMR04"," ","",":","",":"
"2003/04","S08000022","S08000026","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000026","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000026","SMR04"," ","",":","",":"
"2003/04","S08000022","S08000030","Total","d","5"," ","5"," "
"2003/04","S08000022","S08000030","SMR01"," ","5"," ","5"," "
"2003/04","S08000022","S08000030","SMR04"," ","5"," ","5"," "
"2003/04","S08000022","S08000028","Total","d","0"," ","0"," "
"2003/04","S08000022","S08000028","SMR01"," ","0"," ","0"," "
"2003/04","S08000022","S08000028","SMR04"," ","0"," ","0"," "
"2003/04","S08000022","SB0802","Total","d","5"," ","0"," "
"2003/04","S08000022","SB0802","SMR01"," ","",":","",":"
"2003/04","S08000022","SB0802","SMR04"," ","5"," ","0"," "
"2003/04","S08000032","SB0801","Total","d","0"," ","0"," "
"2003/04","S08000032","SB0801","SMR01"," ","0"," ","0"," "
"2003/04","S08000032","SB0801","SMR04"," ","",":","",":"
"2003/04","S08000032","S08000015","Total","d","5"," ","5"," "
"2003/04","S08000032","S08000015","SMR01"," ","0"," ","0"," "
"2003/04","S08000032","S08000015","SMR04"," ","5"," ","5"," "
"2003/04","S08000032","S08000016","Total","d","5"," ","5"," "
"2003/04","S08000032","S08000016","SMR01"," ","5"," ","5"," "
"2003/04","S08000032","S08000016","SMR04"," ","0"," ","0"," "
"2003/04","S08000032","S08000017","Total","d","5"," ","5"," "
"2003/04","S08000032","S08000017","SMR01"," ","0"," ","0"," "
"2003/04","S08000032","S08000017","SMR04"," ","5"," ","5"," "
"2003/04","S08000032","S08000029","Total","d","0"," ","0"," "
"2003/04","S08000032","S08000029","SMR01"," ","0"," ","0"," "
"2003/04","S08000032","S08000029","SMR04"," ","0"," ","0"," "
"2003/04","S08000032","S08000019","Total","d","5"," ","5"," "
"2003/04","S08000032","S08000019","SMR01"," ","0"," ","0"," "
"2003/04","S08000032","S08000019","SMR04"," ","0"," ","0"," "
"2003/04","S08000032","S08000020","Total","d","5"," ","5"," "
"2003/04","S08000032","S08000020","SMR01"," ","0"," ","0"," "
"2003/04","S08000032","S08000020","SMR04"," ","5"," ","5"," "
"2003/04","S08000032","S08000031","Total","d","530"," ","375"," "
"2003/04","S08000032","S08000031","SMR01"," ","185"," ","120"," "
"2003/04","S08000032","S08000031","SMR04"," ","345"," ","265"," "
